run_id,site,commit,condition,model,session_idx,round,item_id,source_ds,tier,human_majority,human_share,sup_advocates,sup_counter,agent_id,position,public_ans,public_is_human_majority,adopts_sup,private_immediate,private_deferred,parse_retries,timestamp_utc
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S1,1,B,0,0,B,A,0,2026-09-22T14:32:22Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S2,2,B,0,0,B,B,0,2026-09-22T14:32:24Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S3,3,B,0,0,B,B,0,2026-09-22T14:32:28Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S4,4,A,1,1,A,A,0,2026-09-22T14:32:31Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S5,5,A,1,1,A,A,0,2026-09-22T14:32:34Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S6,6,B,0,0,B,B,0,2026-09-22T14:32:37Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S7,7,B,0,0,B,B,0,2026-09-22T14:32:40Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,0,moc881c45,moca_moral,T1,A,0.92,A,0,S8,8,A,1,1,A,A,0,2026-09-22T14:32:42Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,1,moc0cf8af,moca_causal,T2,A,0.76,A,0,S2,1,B,0,0,B,B,0,2026-09-22T14:32:45Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,1,moc0cf8af,moca_causal,T2,A,0.76,A,0,S3,2,B,0,0,B,B,0,2026-09-22T14:32:47Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,1,moc0cf8af,moca_causal,T2,A,0.76,A,0,S4,3,A,1,1,A,A,0,2026-09-22T14:32:51Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,1,moc0cf8af,moca_causal,T2,A,0.76,A,0,S5,4,A,1,1,A,A,0,2026-09-22T14:32:53Z
C1_qwen2.5-7b_s1_site5_1e7e,site5,a33ec93,C1,qwen2.5:7b,1,1,moc0cf8af,moca_causal,T2,A,0.76,A,0,S6,5,B,0,0,B,B,0,2026-09-22T14:32:55Z
