run_id,site,commit,condition,model,session_idx,round,item_id,source_ds,tier,human_majority,human_share,sup_advocates,sup_counter,agent_id,position,public_ans,public_is_human_majority,adopts_sup,private_immediate,private_deferred,parse_retries,timestamp_utc
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S1,1,B,0,,B,,0,2026-09-22T07:52:12Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S2,2,B,0,,B,B,0,2026-09-22T07:52:17Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S3,3,B,0,,B,B,0,2026-09-22T07:52:22Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S4,4,B,0,,B,B,0,2026-09-22T07:52:28Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S5,5,B,0,,B,B,0,2026-09-22T07:52:33Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S6,6,B,0,,B,B,0,2026-09-22T07:52:38Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S7,7,B,0,,B,B,0,2026-09-22T07:52:43Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,0,moc096e79,moca_causal,T1,A,0.88,,0,S8,8,B,0,,B,B,0,2026-09-22T07:52:48Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S2,1,B,1,,B,B,0,2026-09-22T07:52:54Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S3,2,B,1,,B,B,0,2026-09-22T07:52:59Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S4,3,B,1,,B,B,0,2026-09-22T07:53:04Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S5,4,B,1,,B,B,0,2026-09-22T07:53:10Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S6,5,B,1,,B,B,0,2026-09-22T07:53:15Z
C0_gemma3-latest_s0_site3_3a74,site3,4bf03de,C0,gemma3:latest,0,1,moc9052b5,moca_causal,T2,B,0.84,,0,S7,6,B,1,,B,B,0,2026-09-22T07:53:21Z
